Bronx,36,005,36005,10451,07/25/2007
Bronx,36,005,36005,10452,07/25/2007
Bronx,36,005,36005,10453,07/25/2007
Bronx,36,005,36005,10454,07/25/2007
Bronx,36,005,36005,10455,07/25/2007
Bronx,36,005,36005,10456,07/25/2007
Bronx,36,005,36005,10457,07/25/2007
Bronx,36,005,36005,10458,07/25/2007
Bronx,36,005,36005,10459,07/25/2007
Bronx,36,005,36005,10460,07/25/2007
Bronx,36,005,36005,10461,07/25/2007
Bronx,36,005,36005,10462,07/25/2007
Bronx,36,005,36005,10463,07/25/2007
Bronx,36,005,36005,10464,07/25/2007
Bronx,36,005,36005,10465,07/25/2007
Bronx,36,005,36005,10466,07/25/2007
Bronx,36,005,36005,10467,07/25/2007
Bronx,36,005,36005,10468,07/25/2007
Bronx,36,005,36005,10469,07/25/2007
Bronx,36,005,36005,10470,07/25/2007
Bronx,36,005,36005,10471,07/25/2007
Bronx,36,005,36005,10472,07/25/2007
Bronx,36,005,36005,10473,07/25/2007
Bronx,36,005,36005,10474,07/25/2007
Bronx,36,005,36005,10475,07/25/2007
Bronx,36,005,36005,10499,07/25/2007
Bronx,36,005,36005,10550,07/25/2007
Bronx,36,005,36005,10704,07/25/2007
Bronx,36,005,36005,10705,07/25/2007
Bronx,36,005,36005,10803,07/25/2007
New York,36,061,36061,10001,07/25/2007
New York,36,061,36061,10002,07/25/2007
New York,36,061,36061,10003,07/25/2007
New York,36,061,36061,10004,07/25/2007
New York,36,061,36061,10005,07/25/2007
New York,36,061,36061,10006,07/25/2007
New York,36,061,36061,10007,07/25/2007
New York,36,061,36061,10008,07/25/2007
New York,36,061,36061,10009,07/25/2007
New York,36,061,36061,10010,07/25/2007
New York,36,061,36061,10011,07/25/2007
New York,36,061,36061,10012,07/25/2007
New York,36,061,36061,10013,07/25/2007
New York,36,061,36061,10014,07/25/2007
New York,36,061,36061,10016,07/25/2007
New York,36,061,36061,10017,07/25/2007
New York,36,061,36061,10018,07/25/2007
New York,36,061,36061,10019,07/25/2007
New York,36,061,36061,10020,07/25/2007
New York,36,061,36061,10021,07/25/2007
New York,36,061,36061,10022,07/25/2007
New York,36,061,36061,10023,07/25/2007
New York,36,061,36061,10024,07/25/2007
New York,36,061,36061,10025,07/25/2007
New York,36,061,36061,10026,07/25/2007
New York,36,061,36061,10027,07/25/2007
New York,36,061,36061,10028,07/25/2007
New York,36,061,36061,10029,07/25/2007
New York,36,061,36061,10030,07/25/2007
New York,36,061,36061,10031,07/25/2007
New York,36,061,36061,10032,07/25/2007
New York,36,061,36061,10033,07/25/2007
New York,36,061,36061,10034,07/25/2007
New York,36,061,36061,10035,07/25/2007
New York,36,061,36061,10036,07/25/2007
New York,36,061,36061,10037,07/25/2007
New York,36,061,36061,10038,07/25/2007
New York,36,061,36061,10039,07/25/2007
New York,36,061,36061,10040,07/25/2007
New York,36,061,36061,10041,07/25/2007
New York,36,061,36061,10043,07/25/2007
New York,36,061,36061,10044,07/25/2007
New York,36,061,36061,10045,07/25/2007
New York,36,061,36061,10047,07/25/2007
New York,36,061,36061,10048,07/25/2007
New York,36,061,36061,10055,07/25/2007
New York,36,061,36061,10065,07/25/2007
New York,36,061,36061,10069,07/25/2007
New York,36,061,36061,10072,07/25/2007
New York,36,061,36061,10075,07/25/2007
New York,36,061,36061,10080,07/25/2007
New York,36,061,36061,10081,07/25/2007
New York,36,061,36061,10082,07/25/2007
New York,36,061,36061,10087,07/25/2007
New York,36,061,36061,10101,07/25/2007
New York,36,061,36061,10102,07/25/2007
New York,36,061,36061,10103,07/25/2007
New York,36,061,36061,10104,07/25/2007
New York,36,061,36061,10105,07/25/2007
New York,36,061,36061,10106,07/25/2007
New York,36,061,36061,10107,07/25/2007
New York,36,061,36061,10108,07/25/2007
New York,36,061,36061,10109,07/25/2007
New York,36,061,36061,10110,07/25/2007
New York,36,061,36061,10111,07/25/2007
New York,36,061,36061,10112,07/25/2007
New York,36,061,36061,10113,07/25/2007
New York,36,061,36061,10114,07/25/2007
New York,36,061,36061,10115,07/25/2007
New York,36,061,36061,10116,07/25/2007
New York,36,061,36061,10117,07/25/2007
New York,36,061,36061,10118,07/25/2007
New York,36,061,36061,10119,07/25/2007
New York,36,061,36061,10120,07/25/2007
New York,36,061,36061,10121,07/25/2007
New York,36,061,36061,10122,07/25/2007
New York,36,061,36061,10123,07/25/2007
New York,36,061,36061,10124,07/25/2007
New York,36,061,36061,10125,07/25/2007
New York,36,061,36061,10126,07/25/2007
New York,36,061,36061,10128,07/25/2007
New York,36,061,36061,10129,07/25/2007
New York,36,061,36061,10130,07/25/2007
New York,36,061,36061,10131,07/25/2007
New York,36,061,36061,10132,07/25/2007
New York,36,061,36061,10133,07/25/2007
New York,36,061,36061,10138,07/25/2007
New York,36,061,36061,10149,07/25/2007
New York,36,061,36061,10150,07/25/2007
New York,36,061,36061,10151,07/25/2007
New York,36,061,36061,10152,07/25/2007
New York,36,061,36061,10153,07/25/2007
New York,36,061,36061,10154,07/25/2007
New York,36,061,36061,10155,07/25/2007
New York,36,061,36061,10156,07/25/2007
New York,36,061,36061,10157,07/25/2007
New York,36,061,36061,10158,07/25/2007
New York,36,061,36061,10159,07/25/2007
New York,36,061,36061,10160,07/25/2007
New York,36,061,36061,10161,07/25/2007
New York,36,061,36061,10162,07/25/2007
New York,36,061,36061,10163,07/25/2007
New York,36,061,36061,10164,07/25/2007
New York,36,061,36061,10165,07/25/2007
New York,36,061,36061,10166,07/25/2007
New York,36,061,36061,10167,07/25/2007
New York,36,061,36061,10168,07/25/2007
New York,36,061,36061,10169,07/25/2007
New York,36,061,36061,10170,07/25/2007
New York,36,061,36061,10171,07/25/2007
New York,36,061,36061,10172,07/25/2007
New York,36,061,36061,10173,07/25/2007
New York,36,061,36061,10174,07/25/2007
New York,36,061,36061,10175,07/25/2007
New York,36,061,36061,10176,07/25/2007
New York,36,061,36061,10177,07/25/2007
New York,36,061,36061,10178,07/25/2007
New York,36,061,36061,10179,07/25/2007
New York,36,061,36061,10185,07/25/2007
New York,36,061,36061,10197,07/25/2007
New York,36,061,36061,10199,07/25/2007
New York,36,061,36061,10213,07/25/2007
New York,36,061,36061,10242,07/25/2007
New York,36,061,36061,10249,07/25/2007
New York,36,061,36061,10256,07/25/2007
New York,36,061,36061,10259,07/25/2007
New York,36,061,36061,10260,07/25/2007
New York,36,061,36061,10261,07/25/2007
New York,36,061,36061,10265,07/25/2007
New York,36,061,36061,10268,07/25/2007
New York,36,061,36061,10269,07/25/2007
New York,36,061,36061,10270,07/25/2007
New York,36,061,36061,10271,07/25/2007
New York,36,061,36061,10272,07/25/2007
New York,36,061,36061,10273,07/25/2007
New York,36,061,36061,10274,07/25/2007
New York,36,061,36061,10275,07/25/2007
New York,36,061,36061,10276,07/25/2007
New York,36,061,36061,10277,07/25/2007
New York,36,061,36061,10278,07/25/2007
New York,36,061,36061,10279,07/25/2007
New York,36,061,36061,10280,07/25/2007
New York,36,061,36061,10281,07/25/2007
New York,36,061,36061,10282,07/25/2007
New York,36,061,36061,10285,07/25/2007
New York,36,061,36061,10286,07/25/2007
New York,36,061,36061,10292,07/25/2007
New York,36,061,36061,10463,07/25/2007
New York,36,061,36061,11201,07/25/2007
Queens,36,081,36081,11001,07/25/2007
Queens,36,081,36081,11004,07/25/2007
Queens,36,081,36081,11005,07/25/2007
Queens,36,081,36081,11040,07/25/2007
Queens,36,081,36081,11096,07/25/2007
Queens,36,081,36081,11101,07/25/2007
Queens,36,081,36081,11102,07/25/2007
Queens,36,081,36081,11103,07/25/2007
Queens,36,081,36081,11104,07/25/2007
Queens,36,081,36081,11105,07/25/2007
Queens,36,081,36081,11106,07/25/2007
Queens,36,081,36081,11109,07/25/2007
Queens,36,081,36081,11239,07/25/2007
Queens,36,081,36081,11351,07/25/2007
Queens,36,081,36081,11352,07/25/2007
Queens,36,081,36081,11354,07/25/2007
Queens,36,081,36081,11355,07/25/2007
Queens,36,081,36081,11356,07/25/2007
Queens,36,081,36081,11357,07/25/2007
Queens,36,081,36081,11358,07/25/2007
Queens,36,081,36081,11359,07/25/2007
Queens,36,081,36081,11360,07/25/2007
Queens,36,081,36081,11361,07/25/2007
Queens,36,081,36081,11362,07/25/2007
Queens,36,081,36081,11363,07/25/2007
Queens,36,081,36081,11364,07/25/2007
Queens,36,081,36081,11365,07/25/2007
Queens,36,081,36081,11366,07/25/2007
Queens,36,081,36081,11367,07/25/2007
Queens,36,081,36081,11368,07/25/2007
Queens,36,081,36081,11369,07/25/2007
Queens,36,081,36081,11370,07/25/2007
Queens,36,081,36081,11371,07/25/2007
Queens,36,081,36081,11372,07/25/2007
Queens,36,081,36081,11373,07/25/2007
Queens,36,081,36081,11374,07/25/2007
Queens,36,081,36081,11375,07/25/2007
Queens,36,081,36081,11377,07/25/2007
Queens,36,081,36081,11378,07/25/2007
Queens,36,081,36081,11379,07/25/2007
Queens,36,081,36081,11380,07/25/2007
Queens,36,081,36081,11381,07/25/2007
Queens,36,081,36081,11385,07/25/2007
Queens,36,081,36081,11386,07/25/2007
Queens,36,081,36081,11405,07/25/2007
Queens,36,081,36081,11411,07/25/2007
Queens,36,081,36081,11412,07/25/2007
Queens,36,081,36081,11413,07/25/2007
Queens,36,081,36081,11414,07/25/2007
Queens,36,081,36081,11415,07/25/2007
Queens,36,081,36081,11416,07/25/2007
Queens,36,081,36081,11417,07/25/2007
Queens,36,081,36081,11418,07/25/2007
Queens,36,081,36081,11419,07/25/2007
Queens,36,081,36081,11420,07/25/2007
Queens,36,081,36081,11421,07/25/2007
Queens,36,081,36081,11422,07/25/2007
Queens,36,081,36081,11423,07/25/2007
Queens,36,081,36081,11424,07/25/2007
Queens,36,081,36081,11425,07/25/2007
Queens,36,081,36081,11426,07/25/2007
Queens,36,081,36081,11427,07/25/2007
Queens,36,081,36081,11428,07/25/2007
Queens,36,081,36081,11429,07/25/2007
Queens,36,081,36081,11430,07/25/2007
Queens,36,081,36081,11431,07/25/2007
Queens,36,081,36081,11432,07/25/2007
Queens,36,081,36081,11433,07/25/2007
Queens,36,081,36081,11434,07/25/2007
Queens,36,081,36081,11435,07/25/2007
Queens,36,081,36081,11436,07/25/2007
Queens,36,081,36081,11439,07/25/2007
Queens,36,081,36081,11451,07/25/2007
Queens,36,081,36081,11499,07/25/2007
Queens,36,081,36081,11559,07/25/2007
Queens,36,081,36081,11580,07/25/2007
Queens,36,081,36081,11690,07/25/2007
Queens,36,081,36081,11691,07/25/2007
Queens,36,081,36081,11692,07/25/2007
Queens,36,081,36081,11693,07/25/2007
Queens,36,081,36081,11694,07/25/2007
Queens,36,081,36081,11695,07/25/2007
Queens,36,081,36081,11697,07/25/2007
Richmond,36,085,36085,10301,07/25/2007
Richmond,36,085,36085,10302,07/25/2007
Richmond,36,085,36085,10303,07/25/2007
Richmond,36,085,36085,10304,07/25/2007
Richmond,36,085,36085,10305,07/25/2007
Richmond,36,085,36085,10306,07/25/2007
Richmond,36,085,36085,10307,07/25/2007
Richmond,36,085,36085,10308,07/25/2007
Richmond,36,085,36085,10309,07/25/2007
Richmond,36,085,36085,10310,07/25/2007
Richmond,36,085,36085,10311,07/25/2007
Richmond,36,085,36085,10312,07/25/2007
Richmond,36,085,36085,10313,07/25/2007
Richmond,36,085,36085,10314,07/25/2007
